Fecha,Periodo,Monto
30/12/2003,1003,11.1998
31/12/2003,1004,11.2372
02/01/2004,1005,11.0885
05/01/2004,1006,10.9805
06/01/2004,1007,10.9686
07/01/2004,1008,10.9044
08/01/2004,1009,10.8847
09/01/2004,1010,10.8376
12/01/2004,1011,10.818
13/01/2004,1012,10.8369
14/01/2004,1013,10.8231
15/01/2004,1014,10.8514
16/01/2004,1015,10.8172
19/01/2004,1016,10.8264
20/01/2004,1017,10.847
21/01/2004,1018,10.9521
22/01/2004,1019,11.0012
23/01/2004,1020,10.962
26/01/2004,1021,10.9178
27/01/2004,1022,10.8789
28/01/2004,1023,10.9145
29/01/2004,1024,11.0843
30/01/2004,1025,11.0214
02/02/2004,1026,10.9545
03/02/2004,1027,11.082
04/02/2004,1028,11.0608
06/02/2004,1029,11.1305
09/02/2004,1030,11.1039
10/02/2004,1031,11.1069
11/02/2004,1032,10.9866
12/02/2004,1033,10.9626
13/02/2004,1034,10.9627
16/02/2004,1035,10.9434
17/02/2004,1036,10.9337
18/02/2004,1037,10.9058
19/02/2004,1038,10.9688
20/02/2004,1039,10.9423
23/02/2004,1040,10.9437
24/02/2004,1041,11.0558
25/02/2004,1042,11.0932
26/02/2004,1043,11.0715
27/02/2004,1044,11.0606
01/03/2004,1045,10.9794
02/03/2004,1046,10.9623
03/03/2004,1047,11.0301
04/03/2004,1048,10.9955
05/03/2004,1049,10.9393
08/03/2004,1050,10.9329
09/03/2004,1051,10.9695
10/03/2004,1052,10.9368
11/03/2004,1053,10.9633
12/03/2004,1054,10.9638
15/03/2004,1055,10.9621
16/03/2004,1056,11.039
17/03/2004,1057,10.9988
18/03/2004,1058,11.0128
19/03/2004,1059,10.9863
22/03/2004,1060,10.9737
23/03/2004,1061,10.9695
24/03/2004,1062,10.9915
25/03/2004,1063,11.013
26/03/2004,1064,11.0578
29/03/2004,1065,11.154
30/03/2004,1066,11.2103
31/03/2004,1067,11.1748
01/04/2004,1068,11.1828
02/04/2004,1069,11.1815
05/04/2004,1070,11.1598
06/04/2004,1071,11.1631
07/04/2004,1072,11.2233
12/04/2004,1073,11.2211
13/04/2004,1074,11.2702
14/04/2004,1075,11.2848
15/04/2004,1076,11.27
16/04/2004,1077,11.2525
19/04/2004,1078,11.251
20/04/2004,1079,11.3065
21/04/2004,1080,11.3119
22/04/2004,1081,11.3256
23/04/2004,1082,11.3433
26/04/2004,1083,11.2881
27/04/2004,1084,11.3109
28/04/2004,1085,11.3387
29/04/2004,1086,11.4068
30/04/2004,1087,11.4093
03/05/2004,1088,11.431
04/05/2004,1089,11.4105
05/05/2004,1090,11.3887
06/05/2004,1091,11.4358
07/05/2004,1092,11.5272
10/05/2004,1093,11.6328
11/05/2004,1094,11.6325
12/05/2004,1095,11.6246
13/05/2004,1096,11.6281
14/05/2004,1097,11.5713
17/05/2004,1098,11.5282
18/05/2004,1099,11.4933
19/05/2004,1100,11.5448
20/05/2004,1101,11.5735
21/05/2004,1102,11.5673
24/05/2004,1103,11.5608
25/05/2004,1104,11.476
26/05/2004,1105,11.4556
27/05/2004,1106,11.4515
28/05/2004,1107,11.4128
31/05/2004,1108,11.4147
01/06/2004,1109,11.4845
02/06/2004,1110,11.4265
03/06/2004,1111,11.4373
04/06/2004,1112,11.4224
07/06/2004,1113,11.3498
08/06/2004,1114,11.3397
09/06/2004,1115,11.3808
10/06/2004,1116,11.366
11/06/2004,1117,11.3689
14/06/2004,1118,11.4327
15/06/2004,1119,11.4259
16/06/2004,1120,11.3991
17/06/2004,1121,11.3523
18/06/2004,1122,11.3312
21/06/2004,1123,11.3143
22/06/2004,1124,11.3077
23/06/2004,1125,11.3425
24/06/2004,1126,11.3004
25/06/2004,1127,11.3175
28/06/2004,1128,11.4116
29/06/2004,1129,11.5297
30/06/2004,1130,11.5258
01/07/2004,1131,11.4922
02/07/2004,1132,11.4763
05/07/2004,1133,11.4432
06/07/2004,1134,11.4948
07/07/2004,1135,11.467
08/07/2004,1136,11.5315
09/07/2004,1137,11.5152
12/07/2004,1138,11.5009
13/07/2004,1139,11.4949
14/07/2004,1140,11.4552
15/07/2004,1141,11.4909
16/07/2004,1142,11.4352
19/07/2004,1143,11.3785
20/07/2004,1144,11.3954
21/07/2004,1145,11.46
22/07/2004,1146,11.4463
23/07/2004,1147,11.434
26/07/2004,1148,11.4582
27/07/2004,1149,11.5111
28/07/2004,1150,11.4801
29/07/2004,1151,11.4302
30/07/2004,1152,11.4079
02/08/2004,1153,11.4253
03/08/2004,1154,11.4052
04/08/2004,1155,11.4527
05/08/2004,1156,11.457
06/08/2004,1157,11.4124
09/08/2004,1158,11.3776
10/08/2004,1159,11.3943
11/08/2004,1160,11.4436
12/08/2004,1161,11.4414
13/08/2004,1162,11.4048
16/08/2004,1163,11.3848
17/08/2004,1164,11.3481
18/08/2004,1165,11.3472
19/08/2004,1166,11.355
20/08/2004,1167,11.3453
23/08/2004,1168,11.3764
24/08/2004,1169,11.3859
25/08/2004,1170,11.3712
26/08/2004,1171,11.366
27/08/2004,1172,11.3739
30/08/2004,1173,11.4231
31/08/2004,1174,11.3807
01/09/2004,1175,11.4145
02/09/2004,1176,11.4725
03/09/2004,1177,11.5279
06/09/2004,1178,11.5193
07/09/2004,1179,11.5689
08/09/2004,1180,11.5895
09/09/2004,1181,11.5717
10/09/2004,1182,11.6005
13/09/2004,1183,11.576
14/09/2004,1184,11.5851
15/09/2004,1185,11.5333
17/09/2004,1186,11.4774
20/09/2004,1187,11.4557
21/09/2004,1188,11.4294
22/09/2004,1189,11.4012
23/09/2004,1190,11.418
24/09/2004,1191,11.4107
27/09/2004,1192,11.4348
28/09/2004,1193,11.4106
29/09/2004,1194,11.4288
30/09/2004,1195,11.3884
01/10/2004,1196,11.3503
04/10/2004,1197,11.3502
05/10/2004,1198,11.3149
06/10/2004,1199,11.2745
07/10/2004,1200,11.2874
08/10/2004,1201,11.2406
11/10/2004,1202,11.2449
12/10/2004,1203,11.2865
13/10/2004,1204,11.3021
14/10/2004,1205,11.3195
15/10/2004,1206,11.454
18/10/2004,1207,11.5068
19/10/2004,1208,11.4507
20/10/2004,1209,11.4548
21/10/2004,1210,11.4722
22/10/2004,1211,11.4424
25/10/2004,1212,11.515
26/10/2004,1213,11.5178
27/10/2004,1214,11.5118
28/10/2004,1215,11.5293
29/10/2004,1216,11.539
01/11/2004,1217,11.5331
02/11/2004,1218,11.4997
03/11/2004,1219,11.4248
04/11/2004,1220,11.4118
05/11/2004,1221,11.4031
08/11/2004,1222,11.3953
09/11/2004,1223,11.4465
10/11/2004,1224,11.4299
11/11/2004,1225,11.3997
12/11/2004,1226,11.381
15/11/2004,1227,11.3583
16/11/2004,1228,11.3508
17/11/2004,1229,11.3271
18/11/2004,1230,11.3335
19/11/2004,1231,11.3637
22/11/2004,1232,11.3949
23/11/2004,1233,11.3447
24/11/2004,1234,11.2797
25/11/2004,1235,11.2713
26/11/2004,1236,11.247
29/11/2004,1237,11.266
30/11/2004,1238,11.2373
01/12/2004,1239,11.1713
02/12/2004,1240,11.1453
03/12/2004,1241,11.1213
06/12/2004,1242,11.1355
07/12/2004,1243,11.1704
08/12/2004,1244,11.2738
09/12/2004,1245,11.291
10/12/2004,1246,11.3343
13/12/2004,1247,11.3045
14/12/2004,1248,11.2903
15/12/2004,1249,11.2028
16/12/2004,1250,11.2316
17/12/2004,1251,11.2403
20/12/2004,1252,11.1555
21/12/2004,1253,11.1873
22/12/2004,1254,11.1814
23/12/2004,1255,11.1363
24/12/2004,1256,11.15
27/12/2004,1257,11.1348
28/12/2004,1258,11.2042
29/12/2004,1259,11.2648
30/12/2004,1260,11.2183
31/12/2004,1261,11.1495
03/01/2005,1262,11.2007
04/01/2005,1263,11.3087
05/01/2005,1264,11.3418
06/01/2005,1265,11.4018
07/01/2005,1266,11.3643
10/01/2005,1267,11.2667
11/01/2005,1268,11.2209
12/01/2005,1269,11.1761
13/01/2005,1270,11.1858
14/01/2005,1271,11.2339
17/01/2005,1272,11.2285
18/01/2005,1273,11.2495
19/01/2005,1274,11.2328
20/01/2005,1275,11.2515
21/01/2005,1276,11.2505
24/01/2005,1277,11.2353
25/01/2005,1278,11.289
26/01/2005,1279,11.2632
27/01/2005,1280,11.2991
28/01/2005,1281,11.2613
31/01/2005,1282,11.2141
01/02/2005,1283,11.1714
02/02/2005,1284,11.167
03/02/2005,1285,11.1683
04/02/2005,1286,11.1414
07/02/2005,1287,11.1909
08/02/2005,1288,11.2152
09/02/2005,1289,11.1919
10/02/2005,1290,11.1533
11/02/2005,1291,11.1532
14/02/2005,1292,11.1558
15/02/2005,1293,11.1535
16/02/2005,1294,11.1625
17/02/2005,1295,11.1389
18/02/2005,1296,11.0732
21/02/2005,1297,11.068
22/02/2005,1298,11.0487
23/02/2005,1299,11.0807
24/02/2005,1300,11.0955
25/02/2005,1301,11.1086
28/02/2005,1302,11.0965
01/03/2005,1303,11.104
02/03/2005,1304,11.1073
03/03/2005,1305,11.0837
04/03/2005,1306,11.0458
07/03/2005,1307,11.0349
08/03/2005,1308,10.979
09/03/2005,1309,11.0181
10/03/2005,1310,11.0324
11/03/2005,1311,11.0223
14/03/2005,1312,11.135
15/03/2005,1313,11.2038
16/03/2005,1314,11.2276
17/03/2005,1315,11.2193
18/03/2005,1316,11.1759
22/03/2005,1317,11.1898
23/03/2005,1318,11.2505
28/03/2005,1319,11.3228
29/03/2005,1320,11.2942
30/03/2005,1321,11.2293
31/03/2005,1322,11.1783
01/04/2005,1323,11.1893
04/04/2005,1324,11.2175
05/04/2005,1325,11.2176
06/04/2005,1326,11.2307
07/04/2005,1327,11.1945
08/04/2005,1328,11.1583
11/04/2005,1329,11.0879
12/04/2005,1330,11.1155
13/04/2005,1331,11.0615
14/04/2005,1332,11.1032
15/04/2005,1333,11.1021
18/04/2005,1334,11.129
19/04/2005,1335,11.0776
20/04/2005,1336,11.0614
21/04/2005,1337,11.041
22/04/2005,1338,11.0361
25/04/2005,1339,11.0571
26/04/2005,1340,11.0595
27/04/2005,1341,11.1033
28/04/2005,1342,11.1159
29/04/2005,1343,11.0832
02/05/2005,1344,11.0271
03/05/2005,1345,11.0284
04/05/2005,1346,10.982
05/05/2005,1347,10.9487
06/05/2005,1348,10.9433
09/05/2005,1349,10.9693
10/05/2005,1350,11.0082
11/05/2005,1351,11.0323
12/05/2005,1352,11.0189
13/05/2005,1353,11.029
16/05/2005,1354,11.0376
17/05/2005,1355,10.9963
18/05/2005,1356,10.9668
19/05/2005,1357,10.9283
20/05/2005,1358,10.9715
23/05/2005,1359,10.9533
24/05/2005,1360,10.9801
25/05/2005,1361,10.9372
26/05/2005,1362,10.9645
27/05/2005,1363,10.903
30/05/2005,1364,10.8699
31/05/2005,1365,10.916
01/06/2005,1366,10.8442
02/06/2005,1367,10.8144
03/06/2005,1368,10.8179
06/06/2005,1369,10.8792
07/06/2005,1370,10.8695
08/06/2005,1371,10.8494
09/06/2005,1372,10.8868
10/06/2005,1373,10.8648
13/06/2005,1374,10.868
14/06/2005,1375,10.8392
15/06/2005,1376,10.8332
16/06/2005,1377,10.8007
17/06/2005,1378,10.7913
20/06/2005,1379,10.8342
21/06/2005,1380,10.7982
22/06/2005,1381,10.761
23/06/2005,1382,10.7897
24/06/2005,1383,10.7642
27/06/2005,1384,10.8127
28/06/2005,1385,10.8428
29/06/2005,1386,10.7645
30/06/2005,1387,10.7752
01/07/2005,1388,10.7327
04/07/2005,1389,10.7438
05/07/2005,1390,10.7555
06/07/2005,1391,10.7689
07/07/2005,1392,10.7997
08/07/2005,1393,10.7428
11/07/2005,1394,10.7045
12/07/2005,1395,10.6881
13/07/2005,1396,10.6898
14/07/2005,1397,10.6372
15/07/2005,1398,10.6312
18/07/2005,1399,10.5958
19/07/2005,1400,10.6227
20/07/2005,1401,10.6498
21/07/2005,1402,10.5942
22/07/2005,1403,10.6307
25/07/2005,1404,10.6683
26/07/2005,1405,10.7165
27/07/2005,1406,10.643
28/07/2005,1407,10.6201
29/07/2005,1408,10.6057
01/08/2005,1409,10.5994
02/08/2005,1410,10.5968
03/08/2005,1411,10.6138
04/08/2005,1412,10.5831
05/08/2005,1413,10.5921
08/08/2005,1414,10.6018
09/08/2005,1415,10.6383
10/08/2005,1416,10.5874
11/08/2005,1417,10.5815
12/08/2005,1418,10.6343
15/08/2005,1419,10.604
16/08/2005,1420,10.5809
17/08/2005,1421,10.6088
18/08/2005,1422,10.6601
19/08/2005,1423,10.7753
22/08/2005,1424,10.7356
23/08/2005,1425,10.7742
24/08/2005,1426,10.8822
25/08/2005,1427,10.8153
26/08/2005,1428,10.8333
29/08/2005,1429,10.8936
30/08/2005,1430,10.8377
31/08/2005,1431,10.7995
01/09/2005,1432,10.7234
02/09/2005,1433,10.684
05/09/2005,1434,10.6689
06/09/2005,1435,10.6868
07/09/2005,1436,10.7015
08/09/2005,1437,10.7126
09/09/2005,1438,10.708
12/09/2005,1439,10.6994
13/09/2005,1440,10.7456
14/09/2005,1441,10.8355
15/09/2005,1442,10.807
19/09/2005,1443,10.8558
20/09/2005,1444,10.8232
21/09/2005,1445,10.7798
22/09/2005,1446,10.8341
23/09/2005,1447,10.8475
26/09/2005,1448,10.876
27/09/2005,1449,10.886
28/09/2005,1450,10.8495
29/09/2005,1451,10.8131
30/09/2005,1452,10.7907
03/10/2005,1453,10.7683
04/10/2005,1454,10.6857
05/10/2005,1455,10.7115
06/10/2005,1456,10.7687
07/10/2005,1457,10.794
10/10/2005,1458,10.7965
11/10/2005,1459,10.8007
12/10/2005,1460,10.8842
13/10/2005,1461,10.9408
14/10/2005,1462,10.9164
17/10/2005,1463,10.8462
18/10/2005,1464,10.8307
19/10/2005,1465,10.8752
20/10/2005,1466,10.8393
21/10/2005,1467,10.8948
24/10/2005,1468,10.856
25/10/2005,1469,10.8417
26/10/2005,1470,10.891
27/10/2005,1471,10.9092
28/10/2005,1472,10.8447
31/10/2005,1473,10.7857
01/11/2005,1474,10.7647
02/11/2005,1475,10.7613
03/11/2005,1476,10.7218
04/11/2005,1477,10.7495
07/11/2005,1478,10.7072
08/11/2005,1479,10.7282
09/11/2005,1480,10.7104
10/11/2005,1481,10.714
11/11/2005,1482,10.6833
14/11/2005,1483,10.6897
15/11/2005,1484,10.6505
16/11/2005,1485,10.635
17/11/2005,1486,10.676
18/11/2005,1487,10.6543
21/11/2005,1488,10.6425
22/11/2005,1489,10.6678
23/11/2005,1490,10.618
24/11/2005,1491,10.6083
25/11/2005,1492,10.607
28/11/2005,1493,10.567
29/11/2005,1494,10.5702
30/11/2005,1495,10.5793
01/12/2005,1496,10.5247
02/12/2005,1497,10.4558
05/12/2005,1498,10.4741
06/12/2005,1499,10.4097
07/12/2005,1500,10.44
08/12/2005,1501,10.502
09/12/2005,1502,10.624
13/12/2005,1503,10.6368
14/12/2005,1504,10.6931
15/12/2005,1505,10.7378
16/12/2005,1506,10.7567
19/12/2005,1507,10.7283
20/12/2005,1508,10.6997
21/12/2005,1509,10.6457
22/12/2005,1510,10.6532
23/12/2005,1511,10.6845
26/12/2005,1512,10.6932
27/12/2005,1513,10.7362
28/12/2005,1514,10.7777
29/12/2005,1515,10.7109
30/12/2005,1516,10.6344
02/01/2006,1517,10.6253
03/01/2006,1518,10.6455
04/01/2006,1519,10.5815
05/01/2006,1520,10.5907
06/01/2006,1521,10.5726
09/01/2006,1522,10.5446
10/01/2006,1523,10.599
11/01/2006,1524,10.6097
12/01/2006,1525,10.5732
13/01/2006,1526,10.5752
16/01/2006,1527,10.559
17/01/2006,1528,10.5372
18/01/2006,1529,10.5778
19/01/2006,1530,10.5589
20/01/2006,1531,10.5078
23/01/2006,1532,10.5208
24/01/2006,1533,10.5063
25/01/2006,1534,10.5004
26/01/2006,1535,10.5039
27/01/2006,1536,10.4598
30/01/2006,1537,10.4416
31/01/2006,1538,10.4433
01/02/2006,1539,10.4303
02/02/2006,1540,10.4805
03/02/2006,1541,10.4981
07/02/2006,1542,10.4758
08/02/2006,1543,10.5277
09/02/2006,1544,10.4803
10/02/2006,1545,10.487
13/02/2006,1546,10.5258
14/02/2006,1547,10.5249
15/02/2006,1548,10.517
16/02/2006,1549,10.5175
17/02/2006,1550,10.4528
20/02/2006,1551,10.4401
21/02/2006,1552,10.4388
22/02/2006,1553,10.499
23/02/2006,1554,10.4885
24/02/2006,1555,10.4761
27/02/2006,1556,10.4661
28/02/2006,1557,10.456
01/03/2006,1558,10.4673
02/03/2006,1559,10.5113
03/03/2006,1560,10.5759
06/03/2006,1561,10.6118
07/03/2006,1562,10.7003
08/03/2006,1563,10.756
09/03/2006,1564,10.7094
10/03/2006,1565,10.7125
13/03/2006,1566,10.7126
14/03/2006,1567,10.6942
15/03/2006,1568,10.6667
16/03/2006,1569,10.6212
17/03/2006,1570,10.6885
20/03/2006,1571,10.7568
22/03/2006,1572,10.8628
23/03/2006,1573,10.8612
24/03/2006,1574,10.8568
27/03/2006,1575,10.9329
28/03/2006,1576,10.9633
29/03/2006,1577,10.951
30/03/2006,1578,10.9228
31/03/2006,1579,10.8935
03/04/2006,1580,10.8717
04/04/2006,1581,10.8548
05/04/2006,1582,10.9467
06/04/2006,1583,11.0557
07/04/2006,1584,11.1443
10/04/2006,1585,11.0956
11/04/2006,1586,11.0708
12/04/2006,1587,11.0477
17/04/2006,1588,11.0842
18/04/2006,1589,11.0011
19/04/2006,1590,10.9773
20/04/2006,1591,11.0302
21/04/2006,1592,11.0667
24/04/2006,1593,11.0656
25/04/2006,1594,11.0842
26/04/2006,1595,11.1578
27/04/2006,1596,11.1135
28/04/2006,1597,11.0903
02/05/2006,1598,11.0323
03/05/2006,1599,10.9608
04/05/2006,1600,10.9694
05/05/2006,1601,10.9587
08/05/2006,1602,10.9381
09/05/2006,1603,10.9258
10/05/2006,1604,10.8425
11/05/2006,1605,10.8381
12/05/2006,1606,11.0325
15/05/2006,1607,11.1532
16/05/2006,1608,11.0518
17/05/2006,1609,11.133
18/05/2006,1610,11.2005
19/05/2006,1611,11.1915
22/05/2006,1612,11.2799
23/05/2006,1613,11.1935
24/05/2006,1614,11.2854
25/05/2006,1615,11.2097
26/05/2006,1616,11.1373
29/05/2006,1617,11.1303
30/05/2006,1618,11.2693
31/05/2006,1619,11.2966
01/06/2006,1620,11.2843
02/06/2006,1621,11.297
05/06/2006,1622,11.2854
06/06/2006,1623,11.3667
07/06/2006,1624,11.325
08/06/2006,1625,11.419
09/06/2006,1626,11.3777
12/06/2006,1627,11.3827
13/06/2006,1628,11.4327
14/06/2006,1629,11.4527
15/06/2006,1630,11.4113
16/06/2006,1631,11.414
19/06/2006,1632,11.4459
20/06/2006,1633,11.4809
21/06/2006,1634,11.4441
22/06/2006,1635,11.4405
23/06/2006,1636,11.4382
26/06/2006,1637,11.409
27/06/2006,1638,11.4302
28/06/2006,1639,11.3973
29/06/2006,1640,11.4009
30/06/2006,1641,11.2723
03/07/2006,1642,11.1302
04/07/2006,1643,11.0642
05/07/2006,1644,11.1901
06/07/2006,1645,11.1061
07/07/2006,1646,11.0243
10/07/2006,1647,10.9547
11/07/2006,1648,11.0095
12/07/2006,1649,11.0303
13/07/2006,1650,11.0523
14/07/2006,1651,11.0275
17/07/2006,1652,10.9914
18/07/2006,1653,10.9618
19/07/2006,1654,10.9045
20/07/2006,1655,10.8708
21/07/2006,1656,10.8954
24/07/2006,1657,10.9303
25/07/2006,1658,10.9148
26/07/2006,1659,10.9337
27/07/2006,1660,10.8968
28/07/2006,1661,10.8947
31/07/2006,1662,10.9181
01/08/2006,1663,11.0203
02/08/2006,1664,10.9537
03/08/2006,1665,10.9802
04/08/2006,1666,10.8908
07/08/2006,1667,10.8838
08/08/2006,1668,10.9113
09/08/2006,1669,10.8386
10/08/2006,1670,10.8808
11/08/2006,1671,10.8147
14/08/2006,1672,10.8028
15/08/2006,1673,10.825
16/08/2006,1674,10.75
17/08/2006,1675,10.748
18/08/2006,1676,10.8217
21/08/2006,1677,10.8038
22/08/2006,1678,10.804
23/08/2006,1679,10.8428
24/08/2006,1680,10.922
25/08/2006,1681,10.9528
28/08/2006,1682,10.9347
29/08/2006,1683,10.9047
30/08/2006,1684,10.865
31/08/2006,1685,10.9037
01/09/2006,1686,10.8952
04/09/2006,1687,10.8476
05/09/2006,1688,10.8438
06/09/2006,1689,10.938
07/09/2006,1690,11.0196
08/09/2006,1691,11.0271
11/09/2006,1692,11.0705
12/09/2006,1693,11.0361
13/09/2006,1694,11.0117
14/09/2006,1695,10.9818
15/09/2006,1696,10.9468
18/09/2006,1697,10.9273
19/09/2006,1698,10.9227
20/09/2006,1699,10.9346
21/09/2006,1700,10.9953
22/09/2006,1701,11.0877
25/09/2006,1702,11.105
26/09/2006,1703,11.0418
27/09/2006,1704,11.0152
28/09/2006,1705,11.0502
29/09/2006,1706,10.9935
02/10/2006,1707,10.9733
03/10/2006,1708,11.0404
04/10/2006,1709,11.0533
05/10/2006,1710,11.0185
06/10/2006,1711,11.0624
09/10/2006,1712,11.0842
10/10/2006,1713,11.0597
11/10/2006,1714,11.0248
12/10/2006,1715,10.9406
13/10/2006,1716,10.8765
16/10/2006,1717,10.8364
17/10/2006,1718,10.8703
18/10/2006,1719,10.8257
19/10/2006,1720,10.806
20/10/2006,1721,10.8169
23/10/2006,1722,10.8489
24/10/2006,1723,10.8289
25/10/2006,1724,10.7918
26/10/2006,1725,10.7313
27/10/2006,1726,10.7093
30/10/2006,1727,10.774
31/10/2006,1728,10.764
01/11/2006,1729,10.7449
03/11/2006,1730,10.7948
06/11/2006,1731,10.8344
07/11/2006,1732,10.82
08/11/2006,1733,10.8598
09/11/2006,1734,10.8632
10/11/2006,1735,10.9158
13/11/2006,1736,10.9263
14/11/2006,1737,10.8675
15/11/2006,1738,10.8595
16/11/2006,1739,10.8527
17/11/2006,1740,10.9524
21/11/2006,1741,11.0021
22/11/2006,1742,10.9756
23/11/2006,1743,10.9682
24/11/2006,1744,11.0242
27/11/2006,1745,11.052
28/11/2006,1746,11.0454
29/11/2006,1747,10.9983
30/11/2006,1748,10.9975
04/12/2006,1749,10.9595
05/12/2006,1750,10.894
06/12/2006,1751,10.862
07/12/2006,1752,10.8558
08/12/2006,1753,10.8606
11/12/2006,1754,10.8375
13/12/2006,1755,10.8255
14/12/2006,1756,10.7922
15/12/2006,1757,10.774
18/12/2006,1758,10.8002
19/12/2006,1759,10.8492
20/12/2006,1760,10.8075
21/12/2006,1761,10.8411
22/12/2006,1762,10.8597
26/12/2006,1763,10.8747
27/12/2006,1764,10.881
28/12/2006,1765,10.8755
29/12/2006,1766,10.8116
02/01/2007,1767,10.7815
03/01/2007,1768,10.7708
04/01/2007,1769,10.865
05/01/2007,1770,10.9355
08/01/2007,1771,10.9705
09/01/2007,1772,11.0091
10/01/2007,1773,11.0333
11/01/2007,1774,10.965
12/01/2007,1775,10.9765
15/01/2007,1776,10.9419
16/01/2007,1777,10.986
17/01/2007,1778,10.9234
18/01/2007,1779,10.9232
19/01/2007,1780,10.8824
22/01/2007,1781,10.8918
23/01/2007,1782,10.9645
24/01/2007,1783,10.9486
25/01/2007,1784,10.9753
26/01/2007,1785,11.0402
29/01/2007,1786,11.0855
30/01/2007,1787,11.0548
31/01/2007,1788,11.0382
01/02/2007,1789,10.982
02/02/2007,1790,10.9921
06/02/2007,1791,10.9192
07/02/2007,1792,10.937
08/02/2007,1793,10.9683
09/02/2007,1794,10.9601
12/02/2007,1795,11.0227
13/02/2007,1796,10.9915
14/02/2007,1797,10.9152
15/02/2007,1798,10.9522
16/02/2007,1799,10.9958
19/02/2007,1800,10.9778
20/02/2007,1801,10.9755
21/02/2007,1802,11.0023
22/02/2007,1803,10.9683
23/02/2007,1804,11.0397
26/02/2007,1805,11.079
27/02/2007,1806,11.1493
28/02/2007,1807,11.1682
01/03/2007,1808,11.1917
02/03/2007,1809,11.1817
05/03/2007,1810,11.1762
06/03/2007,1811,11.1473
07/03/2007,1812,11.1555
08/03/2007,1813,11.1426
09/03/2007,1814,11.1205
12/03/2007,1815,11.1483
13/03/2007,1816,11.1727
14/03/2007,1817,11.1867
15/03/2007,1818,11.1348
16/03/2007,1819,11.1664
20/03/2007,1820,11.112
21/03/2007,1821,11.0796
22/03/2007,1822,11.022
23/03/2007,1823,11.0166
26/03/2007,1824,11.0253
27/03/2007,1825,11.047
28/03/2007,1826,11.0813
29/03/2007,1827,11.0507
30/03/2007,1828,11.0322
02/04/2007,1829,11.0336
03/04/2007,1830,10.9797
04/04/2007,1831,10.9976
09/04/2007,1832,10.9705
10/04/2007,1833,11.0126
11/04/2007,1834,10.984
12/04/2007,1835,11.0135
13/04/2007,1836,10.9917
16/04/2007,1837,10.9856
17/04/2007,1838,10.9911
18/04/2007,1839,10.992
19/04/2007,1840,11.0048
20/04/2007,1841,10.979
23/04/2007,1842,10.9637
24/04/2007,1843,11.0053
25/04/2007,1844,10.9369
26/04/2007,1845,10.9312
27/04/2007,1846,10.9305
30/04/2007,1847,10.9278
02/05/2007,1848,10.9262
03/05/2007,1849,10.902
04/05/2007,1850,10.8852
07/05/2007,1851,10.8558
08/05/2007,1852,10.8513
09/05/2007,1853,10.8269
10/05/2007,1854,10.8178
11/05/2007,1855,10.8148
14/05/2007,1856,10.7987
15/05/2007,1857,10.8032
16/05/2007,1858,10.7905
17/05/2007,1859,10.8033
18/05/2007,1860,10.8223
21/05/2007,1861,10.7963
22/05/2007,1862,10.7598
23/05/2007,1863,10.7688
24/05/2007,1864,10.8354
25/05/2007,1865,10.7803
28/05/2007,1866,10.7788
29/05/2007,1867,10.7873
30/05/2007,1868,10.818
31/05/2007,1869,10.7445
01/06/2007,1870,10.7131
04/06/2007,1871,10.7441
05/06/2007,1872,10.7809
06/06/2007,1873,10.845
07/06/2007,1874,10.9043
08/06/2007,1875,10.9702
11/06/2007,1876,10.9307
12/06/2007,1877,10.9331
13/06/2007,1878,10.9538
14/06/2007,1879,10.9012
15/06/2007,1880,10.8148
18/06/2007,1881,10.776
19/06/2007,1882,10.7494
20/06/2007,1883,10.7713
21/06/2007,1884,10.8266
22/06/2007,1885,10.808
25/06/2007,1886,10.8189
26/06/2007,1887,10.8398
27/06/2007,1888,10.8661
28/06/2007,1889,10.7926
29/06/2007,1890,10.7946
02/07/2007,1891,10.7697
03/07/2007,1892,10.7698
04/07/2007,1893,10.76
05/07/2007,1894,10.7936
06/07/2007,1895,10.7828
09/07/2007,1896,10.7531
10/07/2007,1897,10.7917
11/07/2007,1898,10.8248
12/07/2007,1899,10.7799
13/07/2007,1900,10.7608
16/07/2007,1901,10.7653
17/07/2007,1902,10.7628
18/07/2007,1903,10.752
19/07/2007,1904,10.7207
20/07/2007,1905,10.7843
23/07/2007,1906,10.764
24/07/2007,1907,10.7846
25/07/2007,1908,10.8712
26/07/2007,1909,10.9436
27/07/2007,1910,10.9973
30/07/2007,1911,10.9812
31/07/2007,1912,10.9273
01/08/2007,1913,10.9663
02/08/2007,1914,10.9402
03/08/2007,1915,10.9677
06/08/2007,1916,10.9886
07/08/2007,1917,10.9613
08/08/2007,1918,10.9209
09/08/2007,1919,10.9832
10/08/2007,1920,11.0173
13/08/2007,1921,10.9915
14/08/2007,1922,11.0549
15/08/2007,1923,11.1148
16/08/2007,1924,11.2676
17/08/2007,1925,11.1259
20/08/2007,1926,11.1053
21/08/2007,1927,11.1213
22/08/2007,1928,11.0736
23/08/2007,1929,11.0489
24/08/2007,1930,11.0413
27/08/2007,1931,11.0382
28/08/2007,1932,11.092
29/08/2007,1933,11.1062
30/08/2007,1934,11.0848
31/08/2007,1935,11.0378
03/09/2007,1936,11.0169
04/09/2007,1937,11.0265
05/09/2007,1938,11.0848
06/09/2007,1939,11.0658
07/09/2007,1940,11.1227
10/09/2007,1941,11.1407
